age,sex,marital,coninc,degree,happy,health
48.0,male,married,49882.5,graduate,very happy,unanswered
55.0,male,married,,high school,very happy,good
47.0,male,never married,33255.0,high school,not too happy,excellent
52.0,male,separated,73900.0,high school,pretty happy,unanswered
22.0,female,never married,10161.25,high school,very happy,unanswered
66.0,female,widowed,24017.5,graduate,very happy,unanswered
20.0,male,never married,40645.0,high school,pretty happy,excellent
76.0,male,married,4803.5,bachelor's,pretty happy,unanswered
27.0,female,never married,24017.5,associate/junior college,very happy,good
42.0,female,married,17551.25,less than high school,pretty happy,good
48.0,male,separated,20322.5,less than high school,not too happy,excellent
53.0,female,divorced,20322.5,high school,pretty happy,unanswered
37.0,female,never married,27712.5,bachelor's,pretty happy,fair
87.0,male,widowed,,high school,pretty happy,excellent
30.0,female,never married,27712.5,high school,pretty happy,good
76.0,male,married,33255.0,high school,pretty happy,unanswered
30.0,male,never married,4064.5,associate/junior college,very happy,unanswered
38.0,male,divorced,10161.25,less than high school,pretty happy,unanswered
45.0,female,divorced,,associate/junior college,not too happy,unanswered
25.0,male,never married,73900.0,high school,pretty happy,fair
49.0,female,divorced,13856.25,high school,not too happy,good
36.0,female,married,160742.22,high school,very happy,excellent
49.0,male,divorced,33255.0,high school,pretty happy,fair
57.0,female,married,73900.0,high school,not too happy,fair
26.0,male,never married,49882.5,high school,pretty happy,good
20.0,female,never married,,less than high school,pretty happy,fair
42.0,female,married,49882.5,associate/junior college,very happy,excellent
35.0,male,divorced,49882.5,high school,pretty happy,unanswered
63.0,male,divorced,13856.25,high school,pretty happy,good
51.0,male,married,13856.25,high school,not too happy,poor
50.0,male,divorced,10161.25,associate/junior college,pretty happy,poor
51.0,female,never married,12008.75,less than high school,pretty happy,poor
67.0,female,divorced,13856.25,high school,pretty happy,good
29.0,male,never married,40645.0,bachelor's,pretty happy,unanswered
30.0,male,married,88680.0,bachelor's,very happy,excellent
27.0,male,never married,24017.5,high school,pretty happy,fair
66.0,male,never married,40645.0,high school,pretty happy,unanswered
19.0,female,never married,12008.75,less than high school,pretty happy,good
67.0,female,married,24017.5,less than high school,pretty happy,poor
55.0,female,married,33255.0,high school,pretty happy,unanswered
31.0,female,married,49882.5,bachelor's,pretty happy,good
39.0,female,never married,6651.0,high school,very happy,fair
31.0,female,never married,369.5,high school,pretty happy,unanswered
45.0,male,never married,6651.0,high school,very happy,unanswered
51.0,male,never married,4803.5,high school,pretty happy,poor
72.0,female,divorced,369.5,less than high school,not too happy,poor
41.0,female,married,,high school,pretty happy,excellent
52.0,male,married,49882.5,high school,pretty happy,good
52.0,female,divorced,27712.5,bachelor's,pretty happy,unanswered
43.0,female,married,60967.5,high school,very happy,unanswered
25.0,female,never married,15703.75,high school,very happy,good
39.0,female,married,33255.0,associate/junior college,pretty happy,good
25.0,female,never married,20322.5,high school,pretty happy,unanswered
29.0,male,never married,60967.5,bachelor's,very happy,good
73.0,female,widowed,15703.75,high school,pretty happy,unanswered
22.0,female,married,4064.5,high school,very happy,fair
60.0,male,never married,24017.5,high school,pretty happy,unanswered
26.0,female,never married,1478.0,graduate,very happy,unanswered
26.0,male,never married,8313.75,high school,very happy,unanswered
56.0,female,divorced,12008.75,high school,very happy,unanswered
43.0,female,married,20322.5,less than high school,pretty happy,fair
56.0,female,divorced,73900.0,high school,pretty happy,good
70.0,female,widowed,8313.75,less than high school,not too happy,excellent
67.0,male,divorced,4064.5,less than high school,not too happy,unanswered
33.0,female,divorced,10161.25,less than high school,very happy,unanswered
36.0,female,married,24017.5,high school,pretty happy,fair
43.0,male,divorced,40645.0,high school,very happy,good
32.0,male,never married,24017.5,high school,pretty happy,good
36.0,male,divorced,88680.0,high school,very happy,good
63.0,male,widowed,160742.22,high school,very happy,good
49.0,female,married,73900.0,high school,pretty happy,good
22.0,male,never married,33255.0,bachelor's,not too happy,fair
64.0,female,married,60967.5,high school,pretty happy,fair
56.0,female,never married,,less than high school,not too happy,unanswered
53.0,male,married,,bachelor's,pretty happy,good
43.0,female,married,160742.22,bachelor's,very happy,excellent
61.0,female,divorced,15703.75,less than high school,not too happy,poor
50.0,male,divorced,73900.0,graduate,pretty happy,excellent
44.0,male,married,40645.0,high school,very happy,good
21.0,female,never married,49882.5,high school,pretty happy,fair
53.0,male,married,160742.22,graduate,very happy,excellent
76.0,female,widowed,27712.5,high school,very happy,unanswered
62.0,female,married,88680.0,graduate,pretty happy,unanswered
60.0,male,divorced,24017.5,high school,pretty happy,unanswered
29.0,male,married,160742.22,graduate,pretty happy,good
62.0,male,separated,20322.5,less than high school,pretty happy,good
43.0,female,divorced,15703.75,high school,not too happy,fair
68.0,male,divorced,27712.5,high school,pretty happy,unanswered
50.0,female,married,40645.0,high school,pretty happy,excellent
35.0,female,married,17551.25,less than high school,pretty happy,excellent
45.0,male,never married,20322.5,high school,not too happy,good
57.0,male,never married,24017.5,high school,pretty happy,unanswered
26.0,male,never married,10161.25,high school,pretty happy,excellent
64.0,female,married,40645.0,high school,very happy,good
62.0,female,married,88680.0,bachelor's,pretty happy,excellent
55.0,male,married,20322.5,less than high school,pretty happy,unanswered
50.0,male,divorced,24017.5,less than high school,pretty happy,fair
50.0,female,divorced,8313.75,associate/junior college,not too happy,excellent
73.0,male,married,27712.5,high school,very happy,unanswered
61.0,male,separated,,high school,not too happy,fair
21.0,female,never married,2586.5,high school,pretty happy,fair
76.0,male,married,24017.5,high school,very happy,good
79.0,female,married,60967.5,high school,very happy,excellent
32.0,female,never married,20322.5,high school,pretty happy,unanswered
53.0,female,married,33255.0,graduate,pretty happy,unanswered
53.0,female,divorced,13856.25,high school,pretty happy,unanswered
54.0,female,divorced,24017.5,high school,pretty happy,good
62.0,female,widowed,20322.5,less than high school,pretty happy,good
51.0,male,never married,40645.0,high school,very happy,unanswered
32.0,female,married,40645.0,bachelor's,pretty happy,unanswered
22.0,female,never married,49882.5,high school,pretty happy,unanswered
47.0,male,married,160742.22,high school,very happy,excellent
67.0,male,married,40645.0,high school,pretty happy,good
20.0,female,never married,,high school,pretty happy,good
45.0,male,divorced,60967.5,bachelor's,pretty happy,unanswered
37.0,male,divorced,40645.0,high school,very happy,good
57.0,male,never married,40645.0,high school,very happy,good
25.0,male,never married,8313.75,high school,pretty happy,good
29.0,female,never married,40645.0,high school,not too happy,poor
44.0,female,separated,369.5,less than high school,not too happy,poor
21.0,female,never married,1478.0,less than high school,pretty happy,fair
49.0,male,married,33255.0,high school,not too happy,fair
51.0,female,separated,27712.5,high school,very happy,good
66.0,female,widowed,10161.25,high school,pretty happy,good
37.0,female,separated,24017.5,high school,very happy,excellent
46.0,male,separated,,less than high school,not too happy,unanswered
50.0,female,divorced,33255.0,high school,not too happy,good
40.0,female,married,88680.0,high school,pretty happy,fair
26.0,female,separated,15703.75,high school,pretty happy,excellent
83.0,female,married,33255.0,high school,pretty happy,good
78.0,male,married,60967.5,graduate,very happy,poor
50.0,male,married,60967.5,less than high school,very happy,good
31.0,female,married,60967.5,high school,pretty happy,good
63.0,male,divorced,8313.75,bachelor's,pretty happy,unanswered
75.0,male,married,103460.0,high school,very happy,excellent
34.0,female,never married,,less than high school,not too happy,unanswered
73.0,female,married,40645.0,high school,very happy,unanswered
52.0,male,married,160742.22,graduate,pretty happy,good
79.0,male,divorced,49882.5,high school,very happy,excellent
55.0,female,married,49882.5,bachelor's,pretty happy,unanswered
24.0,female,married,49882.5,graduate,pretty happy,excellent
71.0,male,married,88680.0,bachelor's,not too happy,good
43.0,male,married,88680.0,bachelor's,pretty happy,unanswered
53.0,male,never married,88680.0,bachelor's,very happy,unanswered
81.0,male,married,160742.22,bachelor's,pretty happy,good
89.0,female,divorced,,less than high school,pretty happy,unanswered
34.0,female,married,49882.5,high school,pretty happy,unanswered
31.0,female,never married,4064.5,graduate,pretty happy,fair
20.0,male,never married,60967.5,high school,pretty happy,good
36.0,female,married,88680.0,graduate,pretty happy,unanswered
33.0,female,married,49882.5,high school,pretty happy,excellent
29.0,male,never married,33255.0,bachelor's,very happy,unanswered
47.0,female,never married,33255.0,graduate,very happy,excellent
26.0,male,never married,40645.0,bachelor's,very happy,excellent
50.0,male,married,103460.0,associate/junior college,pretty happy,unanswered
47.0,female,married,,bachelor's,very happy,excellent
47.0,male,married,160742.22,bachelor's,very happy,fair
35.0,female,never married,27712.5,associate/junior college,very happy,excellent
58.0,female,married,160742.22,bachelor's,very happy,good
51.0,female,never married,73900.0,bachelor's,pretty happy,excellent
62.0,male,married,160742.22,high school,pretty happy,good
61.0,female,married,88680.0,bachelor's,pretty happy,poor
40.0,male,married,160742.22,graduate,very happy,good
61.0,female,divorced,,high school,pretty happy,excellent
76.0,male,married,2586.5,high school,pretty happy,unanswered
63.0,male,divorced,60967.5,graduate,not too happy,unanswered
62.0,female,widowed,,bachelor's,pretty happy,excellent
47.0,female,married,73900.0,bachelor's,very happy,unanswered
32.0,male,married,88680.0,graduate,very happy,excellent
60.0,female,married,,less than high school,very happy,fair
23.0,male,never married,40645.0,high school,very happy,unanswered
36.0,male,married,40645.0,high school,pretty happy,good
22.0,male,never married,,high school,pretty happy,unanswered
20.0,male,never married,40645.0,high school,pretty happy,excellent
23.0,female,married,369.5,high school,pretty happy,good
41.0,male,divorced,24017.5,high school,very happy,unanswered
29.0,male,never married,24017.5,high school,pretty happy,excellent
32.0,female,never married,40645.0,bachelor's,pretty happy,good
37.0,female,never married,15703.75,graduate,pretty happy,unanswered
54.0,male,married,33255.0,high school,pretty happy,poor
29.0,male,married,27712.5,high school,pretty happy,unanswered
43.0,female,separated,6651.0,associate/junior college,very happy,good
76.0,female,widowed,40645.0,bachelor's,pretty happy,unanswered
41.0,female,married,88680.0,high school,pretty happy,unanswered
53.0,female,married,160742.22,bachelor's,very happy,unanswered
31.0,male,married,73900.0,bachelor's,pretty happy,fair
